PerformanceID,PlayerID,ClubID,LeagueID,SeasonID,PositionID,MarketValueEUR,WageEUR,Matches,MinutesPlayed,Goals,Assists,xG,xA,PassAccuracy,KeyPasses,TacklesWon,Interceptions,DefensiveDuelsWon,Shots,ShotsOnTarget,DribblesCompleted,ProgressivePasses,ProgressiveCarries,GoalContribution,GoalValueRatio,PerformanceScore
2453,223,83,7,2,3,28739000,10490,32,2846,12,1,9.69,2.19,76.3,1.99,1.2,0.68,52.5,3.1,30.2,1.84,2.01,0.75,13,0.0000004176,73.5
2454,337,87,8,4,2,17266000,3150,33,2970,13,4,11.22,5.94,68.4,0.1,0.89,0.65,61.9,3.52,49.3,1.68,2.17,3.5,17,0.0000007529,88.01
2455,1139,35,3,3,6,14637000,3880,23,2070,2,4,3.02,4.91,81.9,2.18,1.67,1.24,44.1,1.99,53.2,0.68,6.94,1.61,6,0.0000001366,47.36
2456,752,73,7,3,2,43866000,15510,24,2090,13,5,13.25,6.64,86.2,2.11,0.59,0.43,42.5,2.04,36.7,2.52,2.51,1.79,18,0.0000002964,91.09
2457,998,42,4,2,8,28057000,7980,29,1894,0,4,0.03,4.17,84.2,1.41,2.44,3.23,49.4,0.38,40.3,1.29,7.11,2.4,4,0,41.68
2458,1135,83,7,4,5,24160000,6610,31,1974,3,7,3.43,6.49,77.4,2.03,1,1.52,61.3,1.34,38.6,1.56,1.09,4.51,10,0.0000001242,61.16
2459,336,36,3,3,2,46966000,7290,23,1755,7,4,7.59,5.31,73.2,2.01,0.22,0.78,26.2,3.31,43.7,2.1,1.41,2.53,11,0.000000149,60.48
2460,1631,35,3,3,2,34191000,15190,29,2418,9,2,11.89,1.9,71.4,2.66,0.67,0.64,25.1,2.87,45.1,2.63,3.51,3.63,11,0.0000002632,65.52
2461,1516,4,1,2,5,40992000,10300,23,1945,1,6,2.83,6.69,75.3,2.04,1.35,2.04,55,1.05,27.3,2.93,7.1,4.38,7,0.0000000244,52.77
2462,565,47,4,3,2,59679000,24940,28,2156,9,6,11.22,5.37,78,1.31,0.84,0.87,48.6,2.95,48.8,1.92,1.8,2.4,15,0.0000001508,78.66
2463,1636,69,6,3,10,27014000,5240,38,3114,0,1,0,0.97,76.1,0.37,0.11,0.29,58.8,0,0,0,0.67,0.17,1,0,21.4
2464,699,7,1,2,8,10746000,4760,23,1811,1,1,1.29,0.69,88.8,0,2.56,2.43,58.1,0.7,52.6,0,2.33,2.56,2,0.0000000931,28.65
2465,1775,11,1,5,9,21601000,7270,33,2814,0,3,0.53,3.3,82.8,0.71,2.11,2.91,61.8,0,0,0.46,7.44,2.16,3,0,39.26
2466,1963,53,5,4,9,27185000,8430,19,1668,1,1,2.04,1.25,84.4,0.15,3.12,2.13,62.3,1.16,34.7,0.25,5.64,3.81,2,0.0000000368,30.9
2467,233,91,8,3,1,24305000,8850,29,2364,9,4,10.61,4.16,78.6,1.59,1.07,0.14,38.7,2.76,47,0,2.84,3.65,13,0.0000003703,72.05
2468,1823,80,7,3,8,23368000,9760,23,2018,0,4,0.45,3.29,70.6,0.59,2.38,2.49,61.4,0.51,44.2,0,4.55,3.6,4,0,38.9
2469,1827,66,6,4,7,15034000,2430,34,2991,1,0,1.23,0,83.1,0.72,1.63,2.27,76.2,0.76,28.5,0.44,3.46,2.81,1,0.0000000665,29.31
2470,1113,39,4,5,5,47945000,8690,28,2007,3,4,4.87,4.97,87.7,2.34,0.36,1.79,49.1,2.14,29.8,0.8,8.38,2.7,7,0.0000000626,52.18
2471,1669,91,8,1,9,12389000,4320,30,2252,1,1,1.1,0.91,85.3,1.34,2.89,1.6,58.4,0.72,37.1,0,5.8,2.3,2,0.0000000807,32.97
2472,1733,14,2,3,2,82128000,32510,22,1682,8,6,8.96,7.32,74.5,0.19,0,0.23,60,1.32,50.3,1.92,4.69,1.95,14,0.0000000974,71.01
2473,1656,55,5,2,3,52686000,9660,22,1786,7,6,7.48,5.77,62.8,1.36,0.58,0.76,41.3,1.49,39.8,0.46,1.93,1.6,13,0.0000001329,67.75
2474,1171,52,5,2,4,29500000,4560,28,1804,2,7,3,7.24,78.2,2.3,1.09,2.64,40.3,0.1,21.9,2.84,5.53,2.94,9,0.0000000678,59.29
2475,1443,38,4,3,2,49200000,19870,30,1684,10,1,12.54,1.15,76.2,1.51,0.9,0.47,52.1,2.6,41,1.8,1.89,1.89,11,0.0000002033,60.79
2476,759,20,2,2,8,62038000,19890,34,2957,0,1,0.26,0.93,78.3,0.25,3.49,2.35,50.6,0.83,34.4,0.63,4.68,3.09,1,0,30.56
2477,1469,85,8,1,6,11559000,3600,38,2521,4,6,3.22,6.88,80.7,3.11,1.48,2.17,51.1,1.16,29.9,2.02,7.67,3.98,10,0.0000003461,68.84
2478,1788,90,8,5,8,13581000,5730,28,2323,1,2,1.19,1.82,79.8,0.37,2.48,1.17,63.4,0.56,33.9,1.39,5.22,3.25,3,0.0000000736,34.81
2479,1895,40,4,3,9,24622000,7660,32,2096,2,1,1.16,1.47,76.8,0.84,2.14,1.24,66.8,1.61,31.7,0.64,3.61,2.9,3,0.0000000812,33.4
2480,1137,23,2,4,5,43905000,11020,24,1852,4,5,2.79,5.63,74.6,1.5,2.02,1.48,39.2,1.55,54.2,1.28,7.58,7.4,9,0.0000000911,61.02
2481,318,73,7,1,9,9968000,4420,17,1109,1,2,1.82,2.32,74.8,0,1.33,2.62,64.8,0.52,27.7,0.65,4.9,3.47,3,0.0000001003,30.31
2482,106,92,8,1,9,8731000,1720,27,2430,1,0,1.03,0,72.6,1.1,1.92,3.31,63.9,0.85,29.8,0.55,7.45,1.13,1,0.0000001145,29.86
2483,1897,25,3,3,9,19166000,3230,23,1579,0,1,0,1.14,86.4,0.54,3.57,2.29,59.5,0.43,39.7,1.11,2.82,1.79,1,0,25.52
2484,948,56,5,5,9,34270000,10220,29,2139,1,2,1.21,1.88,88,0.43,1.94,2.8,50.4,0.31,50.2,0.61,4.22,2.01,3,0.0000000292,34.49
2485,1883,6,1,3,3,72588000,13290,21,1869,1,1,0.97,0,82.4,2.78,1.3,0,60,3.21,51.4,0.87,4.46,1.98,2,0.0000000138,29.1
2486,503,90,8,3,1,9655000,1690,17,1491,2,1,6.24,4.17,74.9,0.18,0.83,0.21,49.9,1.4,35.3,3.72,3.05,1.37,3,0.0000002071,25.94
2487,1331,83,7,1,4,45439000,10640,30,2227,2,9,3.23,10.77,76.3,1.71,1.23,2.28,46.8,2.68,34,0.79,6.35,2,11,0.000000044,67.59
2488,583,85,8,3,3,9829000,3360,26,2124,10,2,12.02,3.07,77.3,1.74,0.69,0.08,52.6,4.09,47.5,2,2.24,1.02,12,0.0000010174,65.69
2489,1091,84,7,5,10,16023000,4950,27,2430,0,0,0,0,85,0.2,0.27,0.47,36.7,0,0,0,4.48,0.15,0,0,16.95
2490,1940,40,4,3,7,12100000,3990,12,711,0,0,0.94,0.2,84.2,0.4,2.88,1.18,65,0.75,52.8,1.13,3.35,2.44,0,0,16.9
2491,294,8,1,4,7,17500000,3580,26,2216,1,1,1.24,1.23,75,1.59,1.04,1.06,50.6,0.82,33,0.54,2.78,1.96,2,0.0000000571,27.93
2492,1325,19,2,2,9,22964000,6720,28,1757,1,4,1.18,4.66,88.4,0.23,1.14,3.06,73.5,0.84,42.6,1.34,5.13,3.83,5,0.0000000435,42.35
2493,1894,15,2,4,1,15413000,2810,9,645,2,2,2.11,1.17,79.4,1.14,0.67,0.73,25.3,1.63,34,1.3,1.34,2.32,4,0.0000001298,28.1
2494,1033,67,6,2,2,37315000,6930,26,2340,9,5,8.25,6.11,85.4,0.89,0.17,0.67,47.5,4.53,49.5,2.41,0.62,1.18,14,0.0000002412,72.74
2495,1205,69,6,3,9,11601000,3230,6,455,1,0,1.32,0.07,83.7,0.92,1.88,2.68,34.6,0.44,43.1,0,4.09,1.7,1,0.0000000862,20.49
2496,368,76,7,3,2,84810000,21140,28,2318,13,4,11.19,2.44,75.7,3.04,0.55,0.52,36.9,4.23,45.7,2.42,2.93,3.78,17,0.0000001533,89.82
2497,1033,67,6,3,2,16643000,4530,27,2135,12,3,10.42,3.47,81.9,1.49,1.03,0.31,46.2,3.78,31.2,0.39,3.77,3.04,15,0.000000721,79.85
2498,1689,34,3,5,7,20018000,5610,28,2301,1,1,1.81,1.56,89.5,0.52,2.22,2.22,54,0.81,32.3,0.51,6.26,0.53,2,0.00000005,31.27
2499,402,25,3,4,8,37116000,5880,30,2419,1,2,1.07,1.75,87.6,0,2.88,2.21,47.8,0.4,25.9,0.38,7.17,0.68,3,0.0000000269,35.91
2500,1818,29,3,4,10,17927000,5590,38,2939,0,1,0,0.83,76.9,0.12,0,0.43,36.1,0,0,0,4.53,0.03,1,0,21.7
2501,1319,55,5,2,3,27678000,11620,17,980,2,6,6.35,7.75,80.6,1.05,0,0.51,50.7,2.8,52.9,0.66,3.68,3.03,8,0.0000000723,46.36
2502,430,86,8,3,3,7585000,1400,21,1890,6,5,8.34,3.86,79.7,1.58,0,0.66,46.1,3.72,41.4,0.82,4.07,2.63,11,0.000000791,62.18
2503,747,29,3,2,10,19003000,7310,22,1746,0,0,0,0.12,73.2,0.35,0.06,0.08,44.3,0,0,0,4.25,0.45,0,0,13.85
2504,465,83,7,3,2,14848000,3990,28,1475,8,4,7.39,5.07,78.4,0.64,0.92,0.5,36.7,3.14,28.5,3.08,0.73,2.06,12,0.0000005388,62
2505,791,71,6,2,7,31607000,6840,33,2623,2,3,2.05,2.79,79.4,0.51,2.8,3.23,50.3,0.96,52.1,0,6.92,1.29,5,0.0000000633,46.33
2506,1214,90,8,4,3,11782000,2060,30,2700,5,3,4.04,3.92,79.5,0.81,0.27,0.45,51.6,2.39,32.7,1.4,0.98,2.56,8,0.0000004244,50.37
2507,327,64,6,4,2,52682000,18860,29,2432,11,2,10.84,1.81,73.3,1.72,0.6,0.85,40,3.49,44.2,2.67,2.07,1.02,13,0.0000002088,70.84
2508,509,76,7,3,2,11025000,4130,8,720,3,3,3.29,3.36,77.2,1.61,0.63,0.72,37,3.26,38,3.47,4.07,1.27,6,0.0000002721,38.08
2509,870,20,2,1,4,51601000,16230,23,1897,2,4,4.01,4.88,72.2,2.34,2.32,1.47,71.8,2.23,50.6,0.37,5.41,3.23,6,0.0000000388,48.47
2510,963,17,2,1,4,41847000,7270,30,2488,7,5,8.5,4.03,76.3,0.79,1.85,2.13,49.4,2.09,34.3,2.83,4.79,3.72,12,0.0000001673,71.81
2511,474,28,3,2,2,36123000,10200,37,3084,13,5,13.5,4.42,75.6,1.65,0.35,0.89,33.2,4.11,38.9,1.81,1.01,2.13,18,0.0000003599,92.59
2512,1969,18,2,5,10,19631000,8670,17,1027,0,0,0,0.45,68.4,0.22,0.03,0.25,27.2,0,0,0,1.16,0,0,0,8.91
2513,1535,23,2,3,8,110547000,31440,32,2191,1,3,1.18,2.86,72.3,1.34,3.08,1.09,59,0,0,0,1.25,2.03,4,0.000000009,37.34
2514,146,85,8,4,3,15909000,4780,17,1530,5,3,4.78,3.18,78.9,0.39,0.62,0.96,48.2,3.11,17.3,2.59,3.14,1.6,8,0.0000003143,47.34
2515,748,16,2,2,5,52929000,13380,13,1170,2,3,1.25,3.62,86.8,2.29,2.07,1.07,54,1.73,37.9,3.08,6.21,2.24,5,0.0000000378,41.29
2516,530,62,6,2,2,22438000,5440,35,2755,11,6,11.1,6.9,71.6,0.29,0.89,0.53,38.2,4.17,11.2,0,3.25,2.19,17,0.0000004902,86.77
2517,917,25,3,4,2,28727000,12010,18,1193,7,1,6.61,2.97,84.9,1.27,1.2,0.65,38,2.35,45.7,0.99,1.7,3.22,8,0.0000002437,47.95
2518,1982,54,5,3,5,22082000,5330,20,1559,5,3,4.85,5.15,88.6,4.17,0.92,0.85,65.3,1.22,33.1,2.82,5.17,3.16,8,0.0000002264,56.13
2519,1061,43,4,5,3,33965000,9790,27,1734,10,1,10.2,1.64,79.3,1.22,0.4,0.39,44.4,3.25,47.1,1.34,1.95,2.51,11,0.0000002944,60.08
2520,204,77,7,3,4,33128000,12280,32,2880,4,9,6.07,8.7,75.5,3.63,1.24,1.08,39.1,0.69,39.6,2.31,8.76,1.57,13,0.0000001207,79.94
2521,1162,69,6,5,2,33510000,8330,32,2809,12,2,10.58,3.32,69.3,1.82,0.7,0.64,58.9,3.96,29.3,1.12,3.63,3.22,14,0.0000003581,78.36
2522,350,80,7,4,1,49833000,18570,28,2069,10,5,8.09,5.25,70.5,1.42,0.88,0.58,48.8,1.52,47.7,1.99,1.33,3.07,15,0.0000002007,77.97
2523,1321,74,7,3,5,17152000,4330,26,1704,2,4,2.23,4.86,78.2,1.4,0.89,1.75,58.6,1.22,7.7,0.6,5.31,2.72,6,0.0000001166,44.63
2524,191,3,1,1,1,59856000,15780,33,2073,8,4,7.03,3.89,78.9,1.88,0.12,0.4,40.9,3.88,34.4,0.51,2.38,3.73,12,0.0000001337,66.58
2525,475,26,3,4,10,48748000,8880,27,2149,0,0,0,0.32,79.4,0.28,0.11,0.18,24.3,0,0,0,7.06,0.5,0,0,16.41
2526,699,7,1,1,8,31782000,10720,25,1753,0,0,0.13,0.08,87.8,0.44,2.06,3,81.8,0.79,45.7,1.26,3.47,0,0,0,21.15
2527,1818,29,3,1,10,11918000,2280,19,1455,0,0,0,0.05,84.8,0.16,0.08,0.41,36.3,0,0,0,5.7,0.18,0,0,13.95
2528,1401,48,4,5,7,36055000,9650,25,1699,0,1,0.17,1.08,78.7,0.23,4.49,1.92,41.5,0.77,26.5,0.34,4.84,1.69,1,0,26.15
2529,324,50,5,1,6,22808000,3790,30,1971,2,4,1.98,4.34,84.1,1.73,1.87,4,68.7,2.7,52.4,2.51,9.65,3.51,6,0.0000000877,53.06
2530,1761,91,8,3,6,60243000,14650,33,2551,5,10,5.26,10.64,83,1.61,2.03,1.28,60.3,1.81,33.4,0.39,9.22,4.6,15,0.000000083,87.76
2531,659,66,6,3,3,39493000,15770,26,1998,20,4,18.82,3.36,80.6,1.91,0.72,0.34,21.3,3.38,40.4,4,4.2,3.45,24,0.0000005064,115.29
2532,506,9,1,1,7,25911000,10030,20,1432,0,4,0.96,3.07,82.7,0.65,1.52,0.74,60.5,0.95,30.1,0,6.84,2.71,4,0,35.19
2533,1796,62,6,4,5,28626000,6480,21,1579,3,5,3.04,5.46,86.9,1.17,1.2,1.32,73.6,1.9,51.5,2.78,6.06,3.52,8,0.0000001048,53.39
2534,948,65,6,2,9,4590000,1060,5,391,1,0,0.66,0.72,76.9,1.09,0.93,2.27,44.9,0.84,32.9,0.69,1.74,2.3,1,0.0000002179,17.99
2535,635,21,2,2,3,72201000,12710,31,2790,9,3,8.65,3.04,76.1,1.22,0.21,0.7,41.3,1.69,41.4,1.58,0.35,3.26,12,0.0000001247,67.07
2536,1903,78,7,2,8,12043000,4810,23,1901,0,2,0.47,1.64,85.8,0.26,2.42,3,49.4,0.06,45,0.36,2.07,1.75,2,0,28.91
2537,282,21,2,5,1,40167000,17010,31,2308,10,3,9.19,2.73,79,1.56,0.97,0.4,30.3,3.3,36.9,2.77,3.97,3.89,13,0.000000249,72.47
2538,1687,91,8,4,2,29295000,9800,28,2360,9,4,7.96,4.43,86.5,1.41,0.71,0.39,34.3,3.52,52.3,2.23,3.01,3.4,13,0.0000003072,71.86
2539,236,32,3,5,8,19889000,5360,27,1967,0,0,0.56,0.89,72.4,0.22,2.22,1.34,60.1,0,0,0.8,6.51,2.42,0,0,21.05
2540,1304,62,6,3,9,12634000,3680,28,2023,2,3,2.08,3.12,62.6,1.11,0.63,1.69,56.9,0.96,24.3,0,5.14,0.97,5,0.0000001583,39.08
2541,1110,90,8,2,7,8353000,3210,24,2160,0,3,0.42,3.18,84.8,0.85,1.69,1.13,53.1,0.9,48.5,0.82,2.55,0,3,0,30.97
2542,1022,85,8,3,8,12995000,4830,21,1678,0,1,0.53,0.49,84.4,0,1.85,1.28,70.8,0.73,46.7,1.03,7.31,3.34,1,0,25.02
2543,277,38,4,4,5,32673000,11590,26,1256,6,3,4.98,4.47,91.6,1.95,2.19,0.98,38.7,1.51,32.5,1.68,7.74,6.57,9,0.0000001836,59.81
2544,317,71,6,2,9,12239000,2160,17,1448,1,3,1.65,3.46,76.9,0.61,1.65,1.45,73.7,0.02,18.7,0,3.03,3.93,4,0.0000000817,35
2545,339,70,6,2,6,40696000,15680,31,2440,4,5,4.22,4.62,76,0.73,1.69,1.3,57.1,2.9,48.9,0.98,7.69,2.68,9,0.0000000983,59.51
2546,1335,10,1,2,1,34252000,9040,32,2595,10,3,8.23,3.13,71.2,1.43,0.69,0.55,31.7,3.8,21.8,1.32,0,5.92,13,0.000000292,71.75
2547,43,84,7,1,4,34570000,14400,33,2318,5,6,3.44,6.82,78.2,2.72,1.99,1.46,38.8,1.28,46.9,0,2.56,6.78,11,0.0000001446,69.69
2548,1549,19,2,5,3,29169000,5820,15,925,5,3,4.95,1.83,71.7,0.65,0.83,0.63,55.6,3.7,40.3,1.55,1.63,0.78,8,0.0000001714,44.27
2549,1219,23,2,2,6,55720000,17850,27,2430,3,6,4.18,6.95,84.5,3.34,2.38,1.88,76.5,2.11,28.4,2.25,5.46,2.63,9,0.0000000538,64.79
2550,1070,44,4,2,1,83090000,25190,32,2375,17,3,17.01,2.96,89.8,0.76,0.63,0.54,22.9,3.57,39.1,2.92,3.94,3.27,20,0.0000002046,99.24
2551,295,54,5,5,10,12497000,2610,28,2323,0,1,0,0.52,77.8,0.13,0.08,0.16,52.6,0,0,0,1.85,0.1,1,0,18.67
2552,674,41,4,2,1,9647000,2320,11,887,1,1,1.84,3.23,80.8,1.11,0.51,0.74,32.3,2.56,24.6,2.12,3.24,0.6,2,0.0000001037,21.05
2553,410,11,1,5,6,124467000,51640,33,2897,2,6,3.41,5.88,82.4,2.66,1.09,0.54,52.3,1.43,38.1,1.6,6.47,3.89,8,0.0000000161,58.47
2554,1135,1,1,2,5,65940000,26420,24,1567,4,4,3.34,4.04,73.2,2.18,1.68,1.26,61.9,3.21,21.1,1.29,4.59,5.64,8,0.0000000607,54.65
2555,22,65,6,2,1,48883000,16210,18,1303,8,5,9.93,6.64,69.7,1.07,0.37,0.53,25.6,2.95,33,2.47,3.36,1.77,13,0.0000001637,65.85
2556,777,46,4,2,5,41918000,7370,29,2610,2,9,3.65,8.83,86.3,3.51,2.21,1.81,56.7,2.37,50.8,0.66,4.13,4.53,11,0.0000000477,73.13
2557,203,28,3,2,3,37589000,6570,31,1974,6,6,6.02,7.28,72.5,1.81,0.45,0.7,43.4,3.18,35.4,0.67,2.88,1.62,12,0.0000001596,65.85
2558,1603,29,3,1,5,21663000,6960,28,2070,2,8,0.78,9.5,74.5,0.53,2.8,1.13,52.8,2.19,50,1.41,8.96,3.04,10,0.0000000923,63.72
2559,1625,29,3,1,4,180000000,75060,37,2146,7,9,6.2,8.96,80.9,2.67,1.02,0.3,47.4,2.99,40.8,3.39,6.84,6.47,16,0.0000000389,88.86
2560,326,74,7,4,2,18915000,6540,27,1986,10,5,11.81,6.52,84.9,1.47,1.62,0.37,21.2,2.35,31.9,2.37,3,5.6,15,0.0000005287,80.39
2561,1057,77,7,1,1,13145000,3960,27,2308,6,4,5.15,3.36,77.3,1.22,0.44,0.46,40.5,4.37,36.8,2.1,2.73,0.88,10,0.0000004564,57.49
2562,1290,35,3,2,9,16463000,6920,25,1750,1,1,2.04,1.44,85.8,0.59,2.23,1.3,71,0.32,30,1.24,5.59,1.73,2,0.0000000607,29.03
2563,1855,44,4,3,2,180000000,37470,36,3240,14,3,13.63,4.72,76.7,2.39,1.04,0.24,52.3,1.95,41,3.27,2.86,4.52,17,0.0000000778,93.02
2564,476,12,1,1,7,48392000,7850,16,1082,0,0,0.11,1.22,80.7,0.15,2.52,2.44,56.1,0.18,41.8,0.34,4.9,3.27,0,0,19.59
2565,1081,54,5,5,7,14854000,4550,24,2123,1,1,0.97,1.84,86.5,0.75,2.22,2.09,48.1,0.75,37.8,0.71,3.93,2.31,2,0.0000000673,30.26
2566,1636,59,5,2,10,23277000,5470,23,2070,0,1,0,0.61,85.7,0.12,0.22,0.4,41.9,0,0,0,2.27,0.17,1,0,18.59
2567,821,62,6,2,4,27056000,9310,29,2499,4,0,3.16,0,80.6,1.53,0.57,0.75,55.9,1.63,31.6,1.31,4.44,3.19,4,0.0000001478,37.73
2568,451,62,6,3,5,23225000,9020,18,1620,2,4,1.55,4.09,81.3,1.13,0.45,1.48,55.6,0.81,31.6,0.49,4.65,3.15,6,0.0000000861,43.04
2569,1329,20,2,4,7,13771000,5450,19,1451,1,0,0.81,0.31,82.2,0.53,1.65,1.32,65.1,0.71,52.3,0.17,4.48,3.61,1,0.0000000726,23.3
2570,443,43,4,3,8,28198000,5200,23,1876,0,0,0.16,0.64,88.5,0.69,2.82,1.22,57,0.45,70.4,0.41,2.95,0.3,0,0,19.9
2571,1342,24,2,2,2,47845000,10930,26,2070,3,3,5.74,2.3,73.5,1.68,1.25,0.81,62.5,4.27,34.5,3.03,2.05,3.23,6,0.0000000627,44.08
2572,1509,82,7,2,10,18552000,7620,38,3420,0,0,0,0.36,69.7,0.24,0,0.38,58.4,0,0,0,1.9,0,0,0,18.4
2573,933,22,2,4,6,19336000,8060,23,1844,5,3,6.04,4.17,80.9,3.69,1.32,1.44,43.7,1.25,36,1.43,6.54,2.91,8,0.0000002586,57.07
2574,284,19,2,3,2,58231000,21180,36,1362,11,8,9.81,9.5,75.6,1.48,0.01,0.31,34.6,2.93,29.9,1.64,1.28,0.41,19,0.0000001889,88.81
2575,1497,16,2,1,7,88638000,15170,30,2690,2,1,2.07,0.98,78,2.01,3.13,2.29,51.1,1.14,51.5,1.61,0.96,1.58,3,0.0000000226,37.19
2576,1690,2,1,3,2,33323000,13130,21,1582,8,2,6.15,2.13,72.1,1.88,0.29,0.52,55.3,3.43,36.6,1.6,2.16,2.62,10,0.0000002401,56.72
2577,192,18,2,4,9,26201000,9620,25,1952,1,3,1.64,2.88,85.8,2.15,1.75,3.52,59.1,0.08,35.8,0,4.07,1.04,4,0.0000000382,40.67
2578,1429,26,3,3,6,24933000,8180,20,1656,4,5,4.24,5.37,88.7,1.12,2.46,1.86,38.6,2.02,9.1,0.75,3.01,0.99,9,0.0000001604,55.98
2579,1105,62,6,3,8,31697000,7740,27,2056,0,1,0.6,1.97,81.3,0.55,1.95,2.05,66.9,0,0,0.21,4.46,0.78,1,0,25.17
2580,1609,63,6,2,2,14579000,3290,24,2024,9,2,11.09,3.09,77.4,1.94,0.28,0.32,53.1,2.6,32.4,1.14,1.62,2.03,11,0.0000006173,61.66
2581,1265,21,2,1,8,23004000,5410,23,2008,1,1,1.85,1.09,85.4,0.18,3.65,3.45,69.8,1.47,29.9,0.49,2.81,1.21,2,0.0000000435,31.86
2582,1445,53,5,3,8,101706000,42550,24,2038,2,3,2.36,3.09,71,1.53,2.67,2.91,63.6,0.7,33.9,0.55,8.43,2.96,5,0.0000000197,46.94
2583,1115,83,7,5,6,38691000,9410,15,1131,3,4,4.56,5.26,81.2,2.23,2.41,1.53,71.7,2.09,34,1.64,10.88,2.55,7,0.0000000775,52.77
2584,654,8,1,3,7,97635000,26920,38,2623,3,2,3.02,2.42,82.9,0.88,2.89,0.6,44.9,0.66,40.8,0.05,3.43,1.19,5,0.0000000307,42.05
2585,1798,55,5,2,7,13522000,5810,23,1710,1,1,0.57,1.03,74.3,0.32,2.82,2.33,58.7,0.99,63.3,1.4,2.41,1.15,2,0.000000074,27.62
2586,547,63,6,4,7,32075000,10100,28,2265,1,3,0.88,2.68,81.1,0.52,3.31,3.62,72.3,0.02,40.6,0.07,6.16,2.24,4,0.0000000312,43.07
2587,1935,33,3,5,8,124036000,28810,33,2842,0,4,0,4.76,90.9,1.04,3.14,1.19,71.8,0.18,37.5,1.07,3.75,1.03,4,0,41.32
2588,1143,18,2,3,8,13665000,5730,24,1899,1,4,1.2,3.44,80.4,0.7,2.33,2.28,58.8,0.63,28.3,0.47,1.98,0.64,5,0.0000000732,40.01
2589,1461,13,2,3,9,21654000,7680,22,1801,0,3,0.4,3.59,70.9,1.9,3.51,0.97,67.7,0.88,31,0.15,4.21,3.78,3,0,35.8
2590,482,71,6,3,1,12086000,2920,30,2229,8,6,11.86,5.58,80.5,2.15,0.66,0.23,26.9,4.48,29.6,3.41,2.15,1.54,14,0.0000006619,74.4
2591,84,32,3,1,1,45467000,19330,32,2738,12,4,12.9,4.62,77.2,0.8,0.31,0.9,42.7,2.1,33.6,0.06,2.36,1.91,16,0.0000002639,83.05
2592,1678,6,1,3,10,25346000,5410,27,2048,0,0,0,0,66.4,0.25,0.06,0.41,36.3,0,0,0,5.85,0,0,0,15.1
2593,823,66,6,1,1,37219000,9340,30,2099,12,3,10.28,5.55,77,1.13,0.6,1.31,41,3.88,44.9,2.77,1.19,2.27,15,0.0000003224,77.79
2594,1868,65,6,3,8,35425000,8790,32,2789,1,0,1.09,0.28,76.8,0.72,3.26,2.54,81.1,0.61,44.5,0.16,4.16,1.76,1,0.0000000282,30.57
2595,1965,10,1,3,9,53750000,8260,24,2160,0,0,0,0.14,89.4,0,2.37,2.43,68.9,1.16,43.2,0,3.62,1.69,0,0,22.15
2596,1555,22,2,3,10,35180000,5420,21,1263,0,0,0,0.08,75.6,0.39,0.01,0.91,31.7,0,0,0,3.24,0,0,0,12.25
2597,1264,15,2,5,6,73291000,30200,16,1440,0,2,1.77,1.05,90.4,2.63,2.12,1.76,52.4,3.1,26.8,0.66,5.07,5.23,2,0,32.64
2598,776,46,4,4,5,96938000,40020,38,2736,4,7,6.28,7.24,78.7,0.46,3.2,0.67,46.7,1.87,45.2,1.1,3.58,3.06,11,0.0000000413,67.11
2599,1988,21,2,3,7,46556000,19680,28,1883,2,1,2.53,1.19,87.1,1.12,1.07,2.81,59.6,0.42,20.1,1.5,5.64,0.76,3,0.000000043,33.96
2600,850,41,4,4,2,41876000,11990,24,2160,4,2,4.77,1.03,71,1.35,0.53,0.22,44.7,2.52,39.9,2.46,1.4,2.64,6,0.0000000955,41.04
2601,2000,71,6,2,9,35845000,5630,35,2384,4,2,3.64,1.69,80.1,1.2,0.5,1.77,53.2,0.5,39.5,0.47,8.57,0,6,0.0000001116,46.36
2602,1274,26,3,3,1,49263000,19890,38,2793,9,6,10.62,7.23,61.1,1.88,0.15,0.58,44.4,4.02,27.6,3.2,1.63,2.82,15,0.0000001827,79.62
2603,1466,77,7,3,7,35380000,10590,36,2860,0,4,0.43,4.08,86,0,2.96,1.58,77,0.07,40,0,4.01,2.16,4,0,40.68
2604,1653,26,3,5,6,101335000,18770,18,1620,2,3,3.06,4.27,80.8,1.36,2.07,1.85,42.7,2.37,51,3.41,6.25,3.34,5,0.0000000197,42.26
2605,1029,83,7,4,5,16394000,4850,26,1472,2,4,2.53,3.72,79.9,1.79,2.15,1.82,63.5,0.54,36.1,0.82,7.31,4.33,6,0.000000122,48.08
2606,665,86,8,4,10,9034000,3050,36,2724,0,0,0,0,72,0.51,0.12,0.39,20.8,0,0,0,2.69,0,0,0,16.03
2607,1991,10,1,3,4,37075000,10950,32,2500,5,9,4.26,7.88,71.8,1.18,2.9,1.28,51,1.7,39,0.33,5.59,1.49,14,0.0000001349,79.78
2608,389,95,8,4,5,29100000,4580,38,2653,5,9,4.24,8.92,77.5,2.16,1.51,1.78,40.1,2.76,47.1,0.92,8.04,2.7,14,0.0000001718,82.48
2609,1863,67,6,4,4,28107000,6860,24,1667,2,7,1.17,9.78,88.4,2.17,1.97,1.87,42.9,1.32,47.3,0.31,5.88,0.86,9,0.0000000712,58.5
2610,315,25,3,5,10,8067000,3570,24,2160,0,0,0,0.45,71.9,0.12,0,0.06,25.9,0,0,0,5.58,0.5,0,0,14.86
